MM Long;MM Short;Product status;ID MAKE;MAKE;CROSS REFERENCE
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026CF
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026CS
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026DD
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026DE
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026DN
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026DR
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026DT
350984202000;84202;Phase out (62-61);00005;AUDI;06H 121 026N
350984202000;84202;Phase out (62-61);00005;AUDI;06J 121 026AN
350984202000;84202;Phase out (62-61);00005;AUDI;06J 121 026F
350984202000;84202;Phase out (62-61);00005;AUDI;06J 121 026G
350984202000;84202;Phase out (62-61);00005;AUDI;06J 121 026L
350984202000;84202;Phase out (62-61);00005;AUDI;06J 121 026R
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 008F
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026AB
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026AF
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026AG
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026B
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026BA
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026BE
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026BF
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026BP
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026CC
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026CF
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026CS
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026DD
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026DE
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026DN
350984202000;84202;Phase out (62-61);00104;SEAT;06H 121 026N
350984202000;84202;Phase out (62-61);00104;SEAT;06J 121 026AN
350984202000;84202;Phase out (62-61);00104;SEAT;06J 121 026F
350984202000;84202;Phase out (62-61);00104;SEAT;06J 121 026G
350984202000;84202;Phase out (62-61);00104;SEAT;06J 121 026L
350984202000;84202;Phase out (62-61);00104;SEAT;06J 121 026R
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 008F
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026AB
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026AF
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026AG
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026B
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026BA
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026BE
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026BF
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026BP
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026CC
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026CF
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026CS
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026DC
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026DD
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026DE
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026DN
350984202000;84202;Phase out (62-61);00106;SKODA;06H 121 026N
350984202000;84202;Phase out (62-61);00106;SKODA;06J 121 026AN
350984202000;84202;Phase out (62-61);00106;SKODA;06J 121 026F
350984202000;84202;Phase out (62-61);00106;SKODA;06J 121 026G
350984202000;84202;Phase out (62-61);00106;SKODA;06J 121 026L
350984202000;84202;Phase out (62-61);00106;SKODA;06J 121 026R
350984202000;84202;Phase out (62-61);00121;VW;06H 121 008F
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026AB
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026AF
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026AG
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026B
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026BA
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026BE
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026BF
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026BP
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CC
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CF
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CH
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CP
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CQ
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026CS
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DD
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DE
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DN
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DR
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DS
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026DT
350984202000;84202;Phase out (62-61);00121;VW;06H 121 026N
350984202000;84202;Phase out (62-61);00121;VW;06J 121 026AN
350984202000;84202;Phase out (62-61);00121;VW;06J 121 026F
350984202000;84202;Phase out (62-61);00121;VW;06J 121 026G
350984202000;84202;Phase out (62-61);00121;VW;06J 121 026L
350984202000;84202;Phase out (62-61);00121;VW;06J 121 026R
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 008F
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026AG
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026B
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026BA
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026BP
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026CF
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026CQ
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026DD
350984202000;84202;Phase out (62-61);02859;VW (FAW);06H 121 026N
350984202000;84202;Phase out (62-61);02859;VW (FAW);06J 121 026F
350984202000;84202;Phase out (62-61);02859;VW (FAW);06J 121 026R
350984203000;84203;Normal (60);00183;HYUNDAI;25100-2U000
350984203000;84203;Normal (60);00184;KIA;25100-2U000
350984204000;84204;Normal (60);00025;DAIHATSU;16100-87108
350984204000;84204;Normal (60);00025;DAIHATSU;16100-87182
350984204000;84204;Normal (60);00025;DAIHATSU;16100-87184
350984205000;84205;Normal (60);00181;PIAGGIO;493169
350984206000;84206;Phase out (62-61);00006;AUSTIN;GWP101
350984206000;84206;Phase out (62-61);00006;AUSTIN;GWP102
350984206000;84206;Phase out (62-61);00006;AUSTIN;GWP132
350984206000;84206;Phase out (62-61);00006;AUSTIN;GWP134
350984206000;84206;Phase out (62-61);00052;INNOCENTI;38402022
350984206000;84206;Phase out (62-61);00052;INNOCENTI;38402024
350984206000;84206;Phase out (62-61);00052;INNOCENTI;38406025
350984206000;84206;Phase out (62-61);00078;MORRIS;GWP101
350984206000;84206;Phase out (62-61);00078;MORRIS;GWP102
350984206000;84206;Phase out (62-61);00078;MORRIS;GWP132
350984206000;84206;Phase out (62-61);00078;MORRIS;GWP134
350984206000;84206;Phase out (62-61);00095;ROVER;GWP101
350984206000;84206;Phase out (62-61);00095;ROVER;GWP102
350984206000;84206;Phase out (62-61);00095;ROVER;GWP132
350984206000;84206;Phase out (62-61);00095;ROVER;GWP134
350984207000;84207;Normal (60);00074;MERCEDES-BENZ;111 200 42 01
350984207000;84207;Normal (60);00074;MERCEDES-BENZ;A111 200 42 01
350984208000;84208;Normal (60);00016;BMW;11 51 8 478 476
350984208000;84208;Normal (60);00016;BMW;11 51 8 514 458
350984208000;84208;Normal (60);00016;BMW;11 51 8 585 282
350984208000;84208;Normal (60);00016;BMW;11 51 8 591 016
350984209000;84209;Normal (60);00005;AUDI;070 121 011DX
350984209000;84209;Normal (60);00104;SEAT;070 121 011DX
350984209000;84209;Normal (60);00106;SKODA;070 121 011DX
350984209000;84209;Normal (60);00121;VW;070 121 011A
350984209000;84209;Normal (60);00121;VW;070 121 011C
350984209000;84209;Normal (60);00121;VW;070 121 011D
350984209000;84209;Normal (60);00121;VW;070 121 011DX
350984210000;84210;Normal (60);00020;CHRYSLER;05175580AA
350984210000;84210;Normal (60);00020;CHRYSLER;68087367AA
350984210000;84210;Normal (60);00020;CHRYSLER;68087367AB
350984210000;84210;Normal (60);00882;JEEP;05175580AA
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;642 200 07 01
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;642 200 17 01
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;642 200 22 01
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;A642 200 07 01
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;A642 200 17 01
350984210000;84210;Normal (60);00074;MERCEDES-BENZ;A642 200 22 01
350984211000;84211;Normal (60);00093;RENAULT;77 00 736 091
350984211000;84211;Normal (60);00093;RENAULT;77 01 633 125
350984211000;84211;Normal (60);00694;RENAULT TRUCKS;77 00 736 091
350984211000;84211;Normal (60);00694;RENAULT TRUCKS;77 01 633 125
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;642 200 18 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;642 200 20 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;642 200 21 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;642 200 21 01 80
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;A642 200 18 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;A642 200 20 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;A642 200 21 01
350984212000;84212;Normal (60);00074;MERCEDES-BENZ;A642 200 21 01 80
350984213000;84213;Normal (60);01820;LAND ROVER;ERR6505
350984213000;84213;Normal (60);01820;LAND ROVER;PEM500040
350984214000;84214;Normal (60);00035;FIAT;46400058
350984214000;84214;Normal (60);00035;FIAT;46444355
350984214000;84214;Normal (60);00064;LANCIA;46400058
350984214000;84214;Normal (60);00064;LANCIA;46444355
350984215000;84215;Normal (60);00077;MITSUBISHI;ME200411
350984215000;84215;Normal (60);00077;MITSUBISHI;ME993473
350984215000;84215;Normal (60);00077;MITSUBISHI;ME996789
350984216000;84216;Phase In (00);00084;OPEL;1334221
350984216000;84216;Phase In (00);00084;OPEL;55588014
350984217000;84217;Phase out (62-61);00005;AUDI;5L121011D
350984217000;84217;Phase out (62-61);00121;VW;05L 121 011
350984217000;84217;Phase out (62-61);00121;VW;05L 121 011C
350984217000;84217;Phase out (62-61);00121;VW;05L 121 011D
350984218000;84218;Normal (60);00036;FORD;2192988
350984218000;84218;Normal (60);00036;FORD;2541082
350984218000;84218;Normal (60);00036;FORD;2552166
350984219000;84219;Normal (60);00074;MERCEDES-BENZ;601 200 02 20
350984219000;84219;Normal (60);00074;MERCEDES-BENZ;601 200 09 20
350984219000;84219;Normal (60);00074;MERCEDES-BENZ;A601 200 02 20
350984219000;84219;Normal (60);00074;MERCEDES-BENZ;A601 200 09 20
350984220000;84220;Phase out (62-61);00036;FORD;1116996
350984220000;84220;Phase out (62-61);00036;FORD;1143851
350984220000;84220;Phase out (62-61);00036;FORD;1341835
350984220000;84220;Phase out (62-61);00036;FORD;1347102
350984220000;84220;Phase out (62-61);00036;FORD;1417825
350984220000;84220;Phase out (62-61);00036;FORD;1477444
350984220000;84220;Phase out (62-61);00036;FORD;1669335
350984220000;84220;Phase out (62-61);00036;FORD;XS7Q8K500AM
350984220000;84220;Phase out (62-61);00056;JAGUAR;C2S40055
350984220000;84220;Phase out (62-61);00056;JAGUAR;C2S43330
350984220000;84220;Phase out (62-61);00056;JAGUAR;C2S48033
350984221000;84221;Normal (60);00005;AUDI;037 121 005C
350984221000;84221;Normal (60);00104;SEAT;037 121 005C
350984221000;84221;Normal (60);00106;SKODA;037 121 005C
350984221000;84221;Normal (60);00121;VW;037 121 005C
350984222000;84222;Normal (60);00016;BMW;11 51 0 032 679
350984222000;84222;Normal (60);00016;BMW;11 51 2 243 003
350984222000;84222;Normal (60);00016;BMW;11 51 2 244 333
350984222000;84222;Normal (60);00016;BMW;11 51 2 245 687
350984222000;84222;Normal (60);00016;BMW;11 51 9 068 606
350984222000;84222;Normal (60);00016;BMW;11 51 9 069 529
350984222000;84222;Normal (60);01820;LAND ROVER;STC3342
350984222000;84222;Normal (60);00084;OPEL;1334112
350984222000;84222;Normal (60);00084;OPEL;1334124
350984222000;84222;Normal (60);00084;OPEL;6334009
350984222000;84222;Normal (60);00084;OPEL;90512535
350984222000;84222;Normal (60);00084;OPEL;90541671
350984222000;84222;Normal (60);00084;OPEL;93179365
350984222000;84222;Normal (60);00117;VAUXHALL;1334112
350984222000;84222;Normal (60);00117;VAUXHALL;1334124
350984222000;84222;Normal (60);00117;VAUXHALL;6334009
350984222000;84222;Normal (60);00117;VAUXHALL;90512535
350984222000;84222;Normal (60);00117;VAUXHALL;90541671
350984222000;84222;Normal (60);00117;VAUXHALL;93179365
350984223000;84223;Normal (60);00074;MERCEDES-BENZ;601 200 11 20
350984223000;84223;Normal (60);00074;MERCEDES-BENZ;601 200 11 20 80
350984223000;84223;Normal (60);00074;MERCEDES-BENZ;A601 200 11 20
350984223000;84223;Normal (60);00074;MERCEDES-BENZ;A601 200 11 20 80
350984224000;84224;Phase out (62-61);00111;TOYOTA;16100-19195
350984224000;84224;Phase out (62-61);00111;TOYOTA;16100-19225
350984224000;84224;Phase out (62-61);00111;TOYOTA;16100-19226
350984224000;84224;Phase out (62-61);00111;TOYOTA;16110-19055
350984224000;84224;Phase out (62-61);00111;TOYOTA;16110-19095
350984224000;84224;Phase out (62-61);00111;TOYOTA;16110-19105
350984224000;84224;Phase out (62-61);00111;TOYOTA;16110-19106
350984224000;84224;Phase out (62-61);00111;TOYOTA;16110-19107
350984225000;84225;Normal (60);00138;CHEVROLET;94013802
350984225000;84225;Normal (60);00138;CHEVROLET;96351284
350984225000;84225;Normal (60);00138;CHEVROLET;96351971
350984225000;84225;Normal (60);00138;CHEVROLET;96352649
350984225000;84225;Normal (60);00138;CHEVROLET;96872700
350984225000;84225;Normal (60);00138;CHEVROLET;96990997
350984225000;84225;Normal (60);00185;DAEWOO;94013802
350984225000;84225;Normal (60);00185;DAEWOO;96351284
350984225000;84225;Normal (60);00185;DAEWOO;96351971
350984225000;84225;Normal (60);00185;DAEWOO;96352649
350984225000;84225;Normal (60);00185;DAEWOO;96872700
350984225000;84225;Normal (60);00185;DAEWOO;96990997
350984226000;84226;Normal (60);00074;MERCEDES-BENZ;111 200 23 01
350984226000;84226;Normal (60);00074;MERCEDES-BENZ;111 200 23 01 80
350984226000;84226;Normal (60);00074;MERCEDES-BENZ;A111 200 23 01
350984226000;84226;Normal (60);00074;MERCEDES-BENZ;A111 200 23 01 80
350984227000;84227;Normal (60);00036;FORD;1405541
350984227000;84227;Normal (60);00036;FORD;3608012
350984227000;84227;Normal (60);00036;FORD;3856143
350984227000;84227;Normal (60);00036;FORD;4403300
350984227000;84227;Normal (60);00036;FORD;XM348501AB
350984227000;84227;Normal (60);00036;FORD;XM348501AC
350984227000;84227;Normal (60);00072;MAZDA;8ALA-15-100
350984227000;84227;Normal (60);00072;MAZDA;8ALA-15-100A
350984227000;84227;Normal (60);00072;MAZDA;WL81-15-100A
350984227000;84227;Normal (60);00072;MAZDA;WL81-15-100B
350984227000;84227;Normal (60);00072;MAZDA;WL81-15-100C
350984227000;84227;Normal (60);00072;MAZDA;WL81-15-100D
350984228000;84228;Normal (60);00005;AUDI;06E 121 016C
350984228000;84228;Normal (60);00005;AUDI;06E 121 016CX
350984228000;84228;Normal (60);00005;AUDI;06E 121 016F
350984228000;84228;Normal (60);00005;AUDI;06E 121 016G
350984228000;84228;Normal (60);00005;AUDI;06E 121 016Q
350984228000;84228;Normal (60);00005;AUDI;06E 121 018F
350984228000;84228;Normal (60);00005;AUDI;06E 121 018FX
350984228000;84228;Normal (60);00005;AUDI;06E 121 018K
350984228000;84228;Normal (60);00092;PORSCHE;95810603311
350984228000;84228;Normal (60);00092;PORSCHE;95810603312
350984228000;84228;Normal (60);00092;PORSCHE;95810603313
350984228000;84228;Normal (60);00092;PORSCHE;95810603314
350984228000;84228;Normal (60);00092;PORSCHE;PAC121018A
350984228000;84228;Normal (60);00121;VW;06E 121 016C
350984228000;84228;Normal (60);00121;VW;06E 121 016F
350984228000;84228;Normal (60);00121;VW;06E 121 016G
350984228000;84228;Normal (60);00121;VW;06E 121 016Q
350984228000;84228;Normal (60);00121;VW;06E 121 018F
350984228000;84228;Normal (60);00121;VW;06E 121 018FX
350984228000;84228;Normal (60);00121;VW;06E 121 018K
350984229000;84229;Normal (60);00109;SUZUKI;17400-86CB1
350984229000;84229;Normal (60);00109;SUZUKI;17410-66G00
350984229000;84229;Normal (60);00109;SUZUKI;17410-66G01
350984230000;84230;Phase out (62-61);00093;RENAULT;77 01 457 671
350984230000;84230;Phase out (62-61);00093;RENAULT;77 01 505 397
350984230000;84230;Phase out (62-61);00694;RENAULT TRUCKS;77 01 457 671
350984230000;84230;Phase out (62-61);00694;RENAULT TRUCKS;77 01 505 397
350984231000;84231;Normal (60);00084;OPEL;1334031
350984231000;84231;Normal (60);00084;OPEL;1334052
350984231000;84231;Normal (60);00084;OPEL;1334105
350984231000;84231;Normal (60);00084;OPEL;6334007
350984231000;84231;Normal (60);00084;OPEL;93179363
350984231000;84231;Normal (60);00084;OPEL;94341998
350984231000;84231;Normal (60);00084;OPEL;97101320
350984231000;84231;Normal (60);00084;OPEL;97110387
350984231000;84231;Normal (60);00084;OPEL;R1160028
350984231000;84231;Normal (60);00117;VAUXHALL;1334031
350984231000;84231;Normal (60);00117;VAUXHALL;1334052
350984231000;84231;Normal (60);00117;VAUXHALL;1334105
350984231000;84231;Normal (60);00117;VAUXHALL;6334007
350984231000;84231;Normal (60);00117;VAUXHALL;93179363
350984231000;84231;Normal (60);00117;VAUXHALL;94341998
350984231000;84231;Normal (60);00117;VAUXHALL;97101320
350984231000;84231;Normal (60);00117;VAUXHALL;97110387
350984231000;84231;Normal (60);00117;VAUXHALL;R1160028
350984232000;84232;Normal (60);00016;BMW;11 51 8 516 205
350984233000;84233;Normal (60);00021;CITROËN;1201.50
350984233000;84233;Normal (60);00021;CITROËN;1201.61
350984233000;84233;Normal (60);00021;CITROËN;95625017
350984233000;84233;Normal (60);00021;CITROËN;95655208
350984233000;84233;Normal (60);00021;CITROËN;95656567
350984233000;84233;Normal (60);00035;FIAT;9565656788
350984233000;84233;Normal (60);00088;PEUGEOT;1201.50
350984233000;84233;Normal (60);00088;PEUGEOT;1201.61
350984234000;84234;Normal (60);00063;LADA;2112-1307010
350984235000;84235;Normal (60);00099;SAAB;7501547
350984235000;84235;Normal (60);00099;SAAB;7507460
350984235000;84235;Normal (60);00099;SAAB;8817900
350984235000;84235;Normal (60);00099;SAAB;9307893
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;271 200 02 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;271 200 04 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;271 200 06 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;271 200 10 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;271 200 10 01 80
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;A271 200 02 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;A271 200 04 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;A271 200 06 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;A271 200 10 01
350984236000;84236;Normal (60);00074;MERCEDES-BENZ;A271 200 10 01 80
350984237000;84237;Normal (60);00093;RENAULT;77 01 466 850
350984237000;84237;Normal (60);00093;RENAULT;77 01 468 802
350984237000;84237;Normal (60);00099;SAAB;5960414
350984237000;84237;Normal (60);00099;SAAB;8822710
350984237000;84237;Normal (60);00099;SAAB;8822744
350984237000;84237;Normal (60);00099;SAAB;8822793
350984237000;84237;Normal (60);00099;SAAB;93166829
350984237000;84237;Normal (60);00099;SAAB;9321951
350984238000;84238;Normal (60);00005;AUDI;078 121 004H
350984238000;84238;Normal (60);00005;AUDI;078 121 004HV
350984238000;84238;Normal (60);00005;AUDI;078 121 004HX
350984238000;84238;Normal (60);00005;AUDI;078 121 004J
350984238000;84238;Normal (60);00005;AUDI;078 121 004JV
350984238000;84238;Normal (60);00005;AUDI;078 121 004JX
350984238000;84238;Normal (60);00005;AUDI;078 121 004Q
350984238000;84238;Normal (60);00005;AUDI;078 121 004QX
350984238000;84238;Normal (60);00005;AUDI;078 121 006
350984238000;84238;Normal (60);00005;AUDI;078 121 006X
350984238000;84238;Normal (60);00104;SEAT;078 121 006X
350984238000;84238;Normal (60);00106;SKODA;078 121 004H
350984238000;84238;Normal (60);00106;SKODA;078 121 004HV
350984238000;84238;Normal (60);00106;SKODA;078 121 004HX
350984238000;84238;Normal (60);00106;SKODA;078 121 004J
350984238000;84238;Normal (60);00106;SKODA;078 121 004JV
350984238000;84238;Normal (60);00106;SKODA;078 121 004JX
350984238000;84238;Normal (60);00106;SKODA;078 121 004Q
350984238000;84238;Normal (60);00106;SKODA;078 121 004QX
350984238000;84238;Normal (60);00106;SKODA;078 121 006
350984238000;84238;Normal (60);00106;SKODA;078 121 006X
350984238000;84238;Normal (60);00121;VW;078 121 004H
350984238000;84238;Normal (60);00121;VW;078 121 004HX
350984238000;84238;Normal (60);00121;VW;078 121 004J
350984238000;84238;Normal (60);00121;VW;078 121 004Q
350984238000;84238;Normal (60);00121;VW;078 121 006
350984238000;84238;Normal (60);00121;VW;078 121 006X
350984239000;84239;Normal (60);00005;AUDI;078 121 004B
350984239000;84239;Normal (60);00005;AUDI;078 121 004BV
350984239000;84239;Normal (60);00005;AUDI;078 121 004BX
350984239000;84239;Normal (60);00005;AUDI;078 121 004C
350984239000;84239;Normal (60);00005;AUDI;078 121 004CV
350984239000;84239;Normal (60);00005;AUDI;078 121 004CX
350984240000;84240;Normal (60);00021;CITROËN;1201.98
350984240000;84240;Normal (60);00088;PEUGEOT;1201.98
350984241000;84241;Normal (60);00788;BUGATTI;PA10409
350984241000;84241;Normal (60);00035;FIAT;6000640309
350984241000;84241;Normal (60);00080;NISSAN;21 01 016 87R
350984241000;84241;Normal (60);00080;NISSAN;21 01 080 05R
350984241000;84241;Normal (60);00093;RENAULT;21 01 016 87R
350984241000;84241;Normal (60);00093;RENAULT;21 01 080 05R
350984241000;84241;Normal (60);00694;RENAULT TRUCKS;21 01 016 87R
350984241000;84241;Normal (60);00694;RENAULT TRUCKS;21 01 080 05R
350984242000;84242;Normal (60);00084;OPEL;1334054
350984242000;84242;Normal (60);00084;OPEL;90444123
350984242000;84242;Normal (60);00084;OPEL;R1160031
350984242000;84242;Normal (60);00117;VAUXHALL;1334054
350984242000;84242;Normal (60);00117;VAUXHALL;90444123
350984242000;84242;Normal (60);00117;VAUXHALL;R1160031
350984243000;84243;Normal (60);00016;BMW;11 51 7 788 306
350984243000;84243;Normal (60);00016;BMW;11 51 7 794 244
350984243000;84243;Normal (60);00016;BMW;11 51 7 806 349
350984244000;84244;Normal (60);00093;RENAULT;77 01 462 145
350984244000;84244;Normal (60);00093;RENAULT;77 01 462 491
350984244000;84244;Normal (60);00093;RENAULT;77 01 463 377
350984244000;84244;Normal (60);00093;RENAULT;77 01 466 419
350984244000;84244;Normal (60);00694;RENAULT TRUCKS;77 01 462 145
350984244000;84244;Normal (60);00694;RENAULT TRUCKS;77 01 462 491
350984244000;84244;Normal (60);00694;RENAULT TRUCKS;77 01 463 377
350984244000;84244;Normal (60);00694;RENAULT TRUCKS;77 01 466 419
350984245000;84245;Normal (60);00093;RENAULT;77 01 462 145
350984245000;84245;Normal (60);00093;RENAULT;77 01 462 491
350984245000;84245;Normal (60);00093;RENAULT;77 01 463 377
350984245000;84245;Normal (60);00093;RENAULT;77 01 466 410
350984245000;84245;Normal (60);00093;RENAULT;77 01 466 419
350984245000;84245;Normal (60);00694;RENAULT TRUCKS;77 01 462 145
350984245000;84245;Normal (60);00694;RENAULT TRUCKS;77 01 462 491
350984245000;84245;Normal (60);00694;RENAULT TRUCKS;77 01 463 377
350984245000;84245;Normal (60);00694;RENAULT TRUCKS;77 01 466 419
350984246000;84246;Normal (60);01820;LAND ROVER;GWP333
350984246000;84246;Normal (60);01820;LAND ROVER;PEB10051
350984246000;84246;Normal (60);01820;LAND ROVER;PEB102510L
350984246000;84246;Normal (60);01820;LAND ROVER;PEB102511
350984246000;84246;Normal (60);00802;LOTUS;GWP333
350984246000;84246;Normal (60);00095;ROVER;10062539
350984246000;84246;Normal (60);00095;ROVER;GWP333
350984246000;84246;Normal (60);00095;ROVER;PEB10051
350984246000;84246;Normal (60);00095;ROVER;PEB102510L
350984247000;84247;Normal (60);00111;TOYOTA;16100-64H00
350984247000;84247;Normal (60);00111;TOYOTA;16100-64H02
350984247000;84247;Normal (60);00111;TOYOTA;16100-64H03
350984247000;84247;Normal (60);00111;TOYOTA;16100-64H04
350984247000;84247;Normal (60);00111;TOYOTA;16100-64H07
350984247000;84247;Normal (60);00111;TOYOTA;16100-69295
350984247000;84247;Normal (60);00111;TOYOTA;16100-69296
350984247000;84247;Normal (60);00111;TOYOTA;16100-69425
350984247000;84247;Normal (60);00111;TOYOTA;16100-69435
350984248000;84248;Normal (60);00036;FORD;1053879
350984248000;84248;Normal (60);00036;FORD;1058743
350984248000;84248;Normal (60);00036;FORD;1084796
350984248000;84248;Normal (60);00036;FORD;1094596
350984248000;84248;Normal (60);00036;FORD;1114354
350984248000;84248;Normal (60);00036;FORD;1130582
350984248000;84248;Normal (60);00036;FORD;1227902
350984248000;84248;Normal (60);00036;FORD;1317038
350984248000;84248;Normal (60);00036;FORD;1320876
350984248000;84248;Normal (60);00036;FORD;1517732
350984248000;84248;Normal (60);00036;FORD;1530040
350984248000;84248;Normal (60);00036;FORD;19BBX8591FA
350984248000;84248;Normal (60);00036;FORD;978M8501NH
350984248000;84248;Normal (60);00036;FORD;988M8501TJ
350984248000;84248;Normal (60);00036;FORD;988X8591EA
350984248000;84248;Normal (60);00036;FORD;988X8591F1D
350984248000;84248;Normal (60);00036;FORD;988X8591FC
350984248000;84248;Normal (60);00072;MAZDA;YF09-15-100
350984248000;84248;Normal (60);00072;MAZDA;YF09-15-100B
350984249000;84249;Phase out (62-61);00183;HYUNDAI;25100-2G500
350984249000;84249;Phase out (62-61);00183;HYUNDAI;25100-2G510
350984249000;84249;Phase out (62-61);00183;HYUNDAI;25110-2G500
350984249000;84249;Phase out (62-61);00183;HYUNDAI;25110-2G510
350984249000;84249;Phase out (62-61);00184;KIA;25100-2G500
350984249000;84249;Phase out (62-61);00184;KIA;25100-2G510
350984249000;84249;Phase out (62-61);00184;KIA;25110-2G500
350984249000;84249;Phase out (62-61);00184;KIA;25110-2G510
350984250000;84250;Normal (60);00035;FIAT;4194951
350984250000;84250;Normal (60);00035;FIAT;4243593
350984250000;84250;Normal (60);00035;FIAT;4297101
350984250000;84250;Normal (60);00035;FIAT;4329406
350984250000;84250;Normal (60);00035;FIAT;4384128
350984250000;84250;Normal (60);00035;FIAT;5882695
350984250000;84250;Normal (60);00035;FIAT;5894255
350984250000;84250;Normal (60);00035;FIAT;5983960
350984250000;84250;Normal (60);00052;INNOCENTI;5882695
350984250000;84250;Normal (60);00104;SEAT;5882695
350984250000;84250;Normal (60);02816;YUGO;5882695
350984250000;84250;Normal (60);00124;ZASTAVA;5882695
